date_inicial,date_final,IrrDia_1,IrrDia_2,IrrDia_3,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3,Estresse_hidrico_dia1,Estresse_hidrico_dia2,Estresse_hidrico_dia3
1991-05-07,1991-05-09,3.18823842319011,3.18823842319011,3.18823842319011,0.2097368476860246,0.2184801543233907,0.2239203579895533,0.2203801808988934,0.2200349085332454,0.2200032108040274,6.69,7.56,9.73,22.4,23.37,23.95,0.0,0.0,0.0,3.8692257534616505,4.010743331882921,3.652542998595419,0.0,0.0,0.0
1991-05-10,1991-05-12,3.777398806914365,3.777398806914365,3.777398806914365,0.2155434123181971,0.2965614854495649,0.200363278661069,0.2203226154445312,0.2200296312578011,0.2242191617884054,10.36,13.57,10.33,24.14,19.99,19.41,0.0,10.07,0.1,3.871294209896911,1.643125237076084,2.250952165026093,0.0,0.0,0.0
1991-05-13,1991-05-15,4.076047381528695,4.076047381528695,4.076047381528695,0.2182573195027527,0.2058200229149835,0.2197350125647285,0.2203800421166419,0.2200348958140927,0.2200032096343513,8.05,7.57,8.55,18.21,21.87,22.09,0.19,0.0,0.0,2.251493906691202,3.53670268739751,3.5626127192388823,0.0,0.0,0.0
1991-05-16,1991-05-18,3.948873991162772,3.948873991162772,3.948873991162772,0.219554826180207,0.2206805981169148,0.2274954395443603,0.2200002952607408,0.220000027162022,0.220056699113148,8.76,11.31,13.31,23.43,24.33,24.4,0.0,0.0,0.0,3.606266026922667,3.5402867599492245,2.828108818341629,0.0,0.0,0.0
1991-05-19,1991-05-21,0.0,0.0,0.0,0.3844812796702337,0.2187192708360132,0.2171575787101495,0.2380026267015972,0.2221465091762135,0.2201953715202246,13.13,9.44,7.57,22.52,14.3,14.37,23.15,0.69,1.23,2.319883666342383,0.8046423684779764,1.2601538296239734,0.0,0.0,0.0
1991-05-22,1991-05-24,1.666169212586372,1.666169212586372,1.666169212586372,0.1960752703424062,0.2192892540706838,0.2243953816967681,0.2200179555746389,0.2200016516493361,0.2200001519397235,6.08,6.4,8.77,20.85,21.65,21.7,0.0,0.0,0.0,3.4312727721460963,3.4936378877572114,3.09308083084046,0.0,0.0,0.0
1991-05-25,1991-05-27,3.122567815594283,3.122567815594283,3.122567815594283,0.2193904697421446,0.2298902486708707,0.2165007036982197,0.2203606976020904,0.220033122751706,0.2207959218619319,8.1,13.4,16.1,20.17,24.12,24.8,0.0,0.0,0.0,2.930070084006278,2.030090181394809,1.8815594638054225,0.0,0.0,0.0
1991-05-28,1991-05-30,2.3997154101859683,2.3997154101859683,2.3997154101859683,0.2001098090227198,0.2299439125226236,0.2316633892103595,0.2200729319344307,0.2200067068471635,0.2207978304345686,12.33,12.77,9.18,29.28,27.12,16.4,0.01,2.09,0.22,3.680731707032693,2.777631388859633,1.2327539786864563,0.0,0.0,0.0
1991-05-31,1991-06-02,0.5960173319550183,0.5960173319550183,0.5960173319550183,0.2055115297468559,0.2213555240725976,0.2351186642049565,0.2209935981053217,0.2200909561851966,0.2201208774499729,8.37,9.21,11.23,20.0,19.25,21.3,0.0,1.23,3.36,1.911912840604042,1.7806406291729853,1.6913818710714097,0.0,0.0,0.0
1991-06-03,1991-06-05,0.1605200581785267,0.1605200581785267,0.1605200581785267,0.196732650706305,0.2256559092847117,0.2186888948169401,0.2211947859561229,0.2201092641581691,0.2204712516367125,6.64,5.23,4.12,19.41,17.26,17.43,0.78,0.06,0.0,3.0520134542182458,2.5044444925448834,2.3241591527849845,0.0,0.0,0.0
1991-06-06,1991-06-08,2.686575068063479,2.686575068063479,2.686575068063479,0.2231179022908543,0.21437698784091,0.2202167136874538,0.2200432512356962,0.2202610597364639,0.2200239848483652,-0.17,-1.88,-0.08,10.2,12.24,13.48,0.0,0.0,0.0,2.039703927883682,2.4129239939565523,2.3911307351798508,0.0,0.0,0.0
1991-06-09,1991-06-11,2.630243808697836,2.630243808697836,2.630243808697836,0.2154018466076851,0.2223208074579444,0.2165905964420805,0.2200199149214934,0.2200018318627742,0.2201922265269036,2.3,3.94,5.62,16.51,18.02,18.1,0.0,0.0,0.0,2.810955127344247,2.6001405045934094,2.820181911851393,0.0,0.0,0.0
1991-06-12,1991-06-14,3.392200103036536,3.392200103036536,3.392200103036536,0.2254645620865013,0.2262855795135925,0.2278830738334582,0.2200176668092546,0.2204479955725861,0.2205505672683254,5.62,8.17,9.83,16.56,16.86,19.39,0.05,2.2,2.41,2.3225486714495025,1.5046889099655207,1.525198530566605,0.0,0.0,0.0
1991-06-15,1991-06-17,0.0,0.0,0.0,0.2218081254109539,0.2838622628332675,0.2634582077422161,0.2206844837930274,0.2201648505642127,0.2238535834055621,11.76,9.04,9.95,17.93,21.19,17.8,1.43,8.69,5.26,1.2000116651252553,2.02731450080566,1.1716790385190254,0.0,0.0,0.0
1991-06-18,1991-06-20,0.0,0.0,0.0,0.2138556644607664,0.2026481219047868,0.2343167772521047,0.2231278767775805,0.2202832978275042,0.2200260251109677,7.8,5.53,2.8,13.12,18.15,11.23,0.82,0.0,0.36,1.3806419824948604,2.825140001763341,1.523686989695634,0.0,0.0,0.0
1991-06-21,1991-06-23,0.8073461285065782,0.8073461285065782,0.8073461285065782,0.2017162118523246,0.2204915702916494,0.2158710137953604,0.2211284023191914,0.220103227354558,0.2200451115354573,1.87,1.65,1.48,15.4,13.21,16.66,0.0,0.0,0.0,2.481962339951661,2.4040098855625454,2.788579188395022,0.0,0.0,0.0
1991-06-24,1991-06-26,3.453464488460671,3.453464488460671,3.453464488460671,0.2187388510038307,0.2275971264562968,0.2135963934873819,0.2200041490429815,0.2200003816770667,0.2206152232031641,3.06,4.58,4.87,17.76,16.58,15.57,0.0,0.0,0.01,2.9040352016125808,2.212848789750049,2.423917800651311,0.0,0.0,0.0
1991-06-27,1991-06-29,3.268475491460713,3.268475491460713,3.268475491460713,0.2161805878822283,0.2215063778200944,0.219539778693116,0.2200564246451433,0.2200051892537336,0.2201255434344165,4.34,3.75,4.2,17.25,17.6,16.96,0.0,0.0,0.0,2.767729885540541,2.629762805239104,2.6318900137172623,0.0,0.0,0.0
1991-06-30,1991-07-02,2.90725380893496,2.90725380893496,2.90725380893496,0.2139427300114552,0.2179785555713382,0.2248831947594052,0.2200115420208965,0.2200010617301304,0.2200000976717326,4.05,5.07,6.89,19.75,21.11,19.23,0.0,0.0,0.0,3.196340472884104,3.3896555389063403,2.939686117470269,0.0,0.0,0.0
1991-07-03,1991-07-05,2.8829122023060862,2.8829122023060862,2.8829122023060862,0.2363523855368618,0.214538901250125,0.2154239771685031,0.2203999199194764,0.2213061402890249,0.2201193815161841,4.92,4.68,2.54,11.55,10.74,14.22,0.0,0.73,1.95,1.1938809863413828,1.2461495382553442,1.7238437296190503,0.0,0.0,0.0
1991-07-06,1991-07-08,2.321492408162204,2.321492408162204,2.321492408162204,0.2073900129783462,0.2221271359968115,0.2240090023195593,0.220010975849852,0.2200010096518768,0.220176262957442,3.22,6.29,7.59,18.08,18.7,20.89,0.0,0.0,0.0,2.8964003522977,2.700716773265719,2.246217841610364,0.0,0.0,0.0
1991-07-09,1991-07-11,0.0,0.0,0.0,0.2175374723041481,0.288966131662479,0.1992642442716086,0.2203451153207171,0.2200316942775809,0.2240149188411028,7.92,3.49,0.19,17.55,13.92,15.84,2.26,9.92,0.09,2.3821957065608528,2.475091565133784,2.361004331847065,0.0,0.0,0.0
1991-07-12,1991-07-14,4.291228436612336,4.291228436612336,4.291228436612336,0.2288732098042264,0.2120191054710338,0.2184850179909944,0.2203620181936577,0.2207452411359861,0.220068305112951,-0.03,-3.78,-0.23,7.91,9.83,10.8,0.1,0.0,0.0,1.3641619528662463,1.638605578493909,1.7893199416398675,0.0,0.0,0.0
1991-07-15,1991-07-17,1.999872686164777,1.999872686164777,1.999872686164777,0.2151054032569042,0.219388511469713,0.2460633956898175,0.2200062815064686,0.2200005778396952,0.22000005315733,0.42,1.12,4.06,11.89,13.61,14.68,0.0,0.0,4.66,2.2791321862522724,2.3591385443500146,1.9769216442660704,0.0,0.0,0.0
1991-07-18,1991-07-20,0.4625115779895199,0.4625115779895199,0.4625115779895199,0.1963587021885884,0.2198219721557294,0.2334221895984979,0.2219426162221897,0.220176993608803,0.2200162680338687,3.43,3.56,3.48,16.82,17.33,14.42,0.01,0.01,0.31,2.8890240276840187,2.822364477573102,1.4822758787470929,0.0,0.0,0.0
1991-07-21,1991-07-23,0.6069384242879794,0.6069384242879794,0.6069384242879794,0.2045775719894906,0.2162965708290309,0.2198596854657498,0.2210614092864405,0.2200971310723941,0.2200089311414847,1.67,-1.58,-0.85,12.92,13.66,15.37,0.0,0.0,0.0,2.290747723145057,2.6668558558474205,2.720847847900861,0.0,0.0,0.0
1991-07-24,1991-07-26,2.560236952995365,2.560236952995365,2.560236952995365,0.2129118309911259,0.223305787508544,0.2148664550649533,0.2200008215705283,0.2200000755788215,0.220272490072017,0.58,3.83,4.35,19.65,18.3,22.05,0.0,0.0,0.0,3.528556131510729,3.226936599541818,3.696778213259928,0.0,0.0,0.0
1992-04-10,1992-04-12,4.705463195722677,4.705463195722677,4.705463195722677,0.2423793927499266,0.2076765540425257,0.2013720893891188,0.2201376175024338,0.2217074554996129,0.2201557504083241,10.65,10.64,7.5,20.16,21.15,23.65,0.23,0.0,0.0,2.466050867349952,3.0424808811358632,4.72211583496128,0.0,0.0,0.0
1992-04-13,1992-04-15,7.054327418457408,7.054327418457408,7.054327418457408,0.2165242096109781,0.2219947123870576,0.2192438302474208,0.2200143170074449,0.2200013169782076,0.2201654117167314,9.55,9.92,9.46,26.41,26.03,25.8,0.0,0.0,0.0,5.0355594511558825,4.85642283514865,4.850205845269145,0.0,0.0,0.0
1992-04-16,1992-04-18,5.41522642979606,5.41522642979606,5.41522642979606,0.2197903680534191,0.2220780778482731,0.2594069828036267,0.2200152043759642,0.2200013985984282,0.2201722691644632,8.77,10.74,13.9,25.98,26.29,24.24,0.0,0.0,7.24,4.87324786290567,4.68345606337348,2.990031802320352,0.0,0.0,0.0
1992-04-19,1992-04-21,0.7892530633675263,0.7892530633675263,0.7892530633675263,0.2049006269306769,0.2139023707962843,0.2353826791712136,0.2227552861511705,0.2202500185683913,0.2200229716951679,8.46,6.75,6.85,21.88,22.15,19.83,0.76,0.01,1.79,3.1276390423122287,3.627480509075178,2.229270656808881,0.0,0.0,0.0
1992-04-22,1992-04-24,1.6925224339233873,1.6925224339233873,1.6925224339233873,0.2055640265680375,0.2090167763854556,0.2244604147106351,0.2212063053780616,0.220110311304924,0.2200101423955057,8.7,5.31,9.49,21.19,21.76,24.01,0.0,0.0,4.22,3.097125127978033,4.055966053667284,3.651998933196416,0.0,0.0,0.0
1992-04-25,1992-04-27,3.178143283372169,3.178143283372169,3.178143283372169,0.2350605760616689,0.2105505116527612,0.2094316305428091,0.2203668186156658,0.2212100133636152,0.2201106483452208,8.1,9.1,9.4,19.8,21.62,23.19,0.6,0.06,0.02,2.102012713305242,2.392975088948272,3.312873371671197,0.0,0.0,0.0
1992-04-28,1992-04-30,0.0,0.0,0.0,0.3431565453173289,0.1954702226308997,0.2249821878982991,0.2200101733672013,0.2242549518416753,0.2203831965817082,14.35,10.19,6.19,24.33,19.43,16.34,16.48,0.05,0.91,2.122706818677722,3.018990303379193,2.408811642706528,0.0,0.0,0.0
1992-05-01,1992-05-03,2.369778826739182,2.369778826739182,2.369778826739182,0.2040214714779539,0.2222577742811273,0.2152506338799449,0.2204414551237422,0.2200405225005761,0.220190544227426,3.88,4.26,5.31,20.1,18.13,21.03,0.0,0.0,0.0,3.7335508449251473,3.5302505900911987,3.871924045929053,0.0,0.0,0.0
1992-05-04,1992-05-06,4.279116450521957,4.279116450521957,4.279116450521957,0.2211715676429432,0.222288846042484,0.2225139468017585,0.2200175123410562,0.220098998573869,0.2201983565352603,9.0,15.33,18.26,22.99,26.01,27.61,0.45,0.83,0.5,3.7609300674746615,3.526194639354906,3.207188114767126,0.0,0.0,0.0
1992-05-07,1992-05-09,0.0,0.0,0.0,0.2405926190846842,0.2246742501565347,0.249654710934022,0.2202256999269726,0.2215917153533436,0.2204200656999947,10.31,7.58,13.3,18.24,18.69,20.3,4.79,0.05,4.71,2.503252358528804,1.1775258724191235,1.624123160542979,0.0,0.0,0.0
1992-05-10,1992-05-12,0.0,0.0,0.0,0.2785290250471415,0.1859447453358014,0.2165978238836941,0.2221999491970384,0.2237374561480108,0.2203374718908995,14.86,9.22,6.5,22.84,20.36,21.44,8.02,0.0,0.0,2.12725192977096,3.441226956317527,3.636401633781853,0.0,0.0,0.0
1992-05-13,1992-05-15,4.340041797160042,4.340041797160042,4.340041797160042,0.2220258969386942,0.2186151087255311,0.2290515077860549,0.2200309935009891,0.2201706546201376,0.2200156858888639,6.58,6.88,9.54,20.95,22.71,21.7,0.0,0.0,0.0,3.4520313560545803,3.485674415036698,2.664183591352709,0.0,0.0,0.0
1992-05-16,1992-05-18,2.410070858213865,2.410070858213865,2.410070858213865,0.2089286288333617,0.2245924506606739,0.2198843544463352,0.2207298036137388,0.2200668953035702,0.2203824482636251,8.14,8.38,4.87,21.8,21.69,14.76,0.0,0.01,0.0,3.2697682299555426,2.845784427472611,2.6204794992625566,0.0,0.0,0.0
1992-05-19,1992-05-21,2.892527449188804,2.892527449188804,2.892527449188804,0.2145069697006036,0.2217173372619288,0.2164957572666492,0.2200351163308131,0.2200032299134414,0.2201427597141963,2.56,4.99,7.83,17.48,17.52,20.8,0.0,0.0,0.0,3.1184235670563334,2.962935606935873,3.2231587058421622,0.0,0.0,0.0
1992-05-22,1992-05-24,3.895474576426373,3.895474576426373,3.895474576426373,0.221025973941105,0.2208122142223696,0.2155787250872003,0.2200131237090375,0.2200865458407499,0.2200744188254652,4.35,2.2,5.96,18.62,17.54,21.31,0.0,0.0,0.0,3.129502644527992,3.0278816628738534,3.4002499491893508,0.0,0.0,0.0
1992-05-25,1992-05-27,4.180274944108284,4.180274944108284,4.180274944108284,0.2232513258831343,0.2243727431975729,0.2277588853537911,0.2200068435319636,0.2202686648385429,0.2203825696573854,7.43,5.24,1.74,20.51,16.05,11.89,0.0,0.06,0.04,3.102740785922633,2.5684068669209283,1.626177468334641,0.0,0.0,0.0
1992-05-28,1992-05-30,1.2888644746359803,1.2888644746359803,1.2888644746359803,0.2098714395472469,0.214090576181835,0.2190624351403265,0.2206605240674357,0.2200605657827377,0.2200055699914129,0.17,-1.23,0.06,12.0,14.94,16.08,0.0,0.0,0.0,2.154870006248591,2.68040303946786,2.7647794977868143,0.0,0.0,0.0
1992-05-31,1992-06-02,3.1312574475654995,3.1312574475654995,3.1312574475654995,0.2141488142381472,0.2235384450882463,0.2182472787778178,0.220000512388781,0.2200000471363053,0.220291388141064,2.1,6.1,7.95,19.77,19.11,20.17,0.0,0.0,0.01,3.293290488894036,2.9760513207032098,2.982646228108833,0.0,0.0,0.0
1992-06-03,1992-06-05,3.460910850919724,3.460910850919724,3.460910850919724,0.2224514484373659,0.2164416074262169,0.221341376786251,0.2200267672558854,0.2202051735215943,0.2200188555121479,6.73,7.33,7.51,17.49,19.66,19.04,0.0,0.01,0.0,2.764085349968102,2.9987380068787743,2.8805771559666,0.0,0.0,0.0
1992-06-06,1992-06-08,2.8886348715632564,2.8886348715632564,2.8886348715632564,0.2264781495424938,0.2113513695873405,0.226890748274167,0.2201131601541739,0.2205368347913786,0.2200492544346877,7.63,8.05,5.55,18.63,18.91,12.87,0.22,0.51,0.02,2.248252712317557,2.6869330577699646,2.0560804498766547,0.0,0.0,0.0
1992-06-09,1992-06-11,1.8016884948644063,1.8016884948644063,1.8016884948644063,0.2114481937083737,0.2149546499318862,0.2247880557277891,0.2205638909985303,0.2200517299046029,0.2200047575987663,1.98,1.6,6.53,14.54,18.69,17.49,0.0,0.0,0.0,2.470998940904403,2.9249574660396256,2.4855569391393653,0.0,0.0,0.0
1992-06-12,1992-06-14,1.9541126330533425,1.9541126330533425,1.9541126330533425,0.2138699219767885,0.2232111128739094,0.2256161013797248,0.2203926922545051,0.2200360551054069,0.2202680021957,4.98,6.43,8.7,17.48,18.5,16.79,0.5,0.6,0.38,2.827386305994955,2.5327325880748868,1.8849701970294144,0.0,0.0,0.0
1992-06-15,1992-06-17,1.633467216732445,1.633467216732445,1.633467216732445,0.2068717893772876,0.2176273157062895,0.2254804901572367,0.2204819176754257,0.2200442278249204,0.2200040677832226,8.42,9.48,16.08,20.69,21.81,23.94,0.04,0.19,0.02,2.7628465543637577,2.978736706883004,2.4842920932191497,0.0,0.0,0.0
1992-06-18,1992-06-20,1.0356480315444636,1.0356480315444636,1.0356480315444636,0.2215014593280252,0.2145049318299147,0.2215838751523271,0.2204480780474518,0.2201371004529811,0.2200126038130332,14.7,15.28,10.2,23.79,22.92,20.31,1.37,0.02,0.3,2.102313863505372,2.5453461945051186,2.4032844258526262,0.0,0.0,0.0
1992-06-21,1992-06-23,2.56987543389474,2.56987543389474,2.56987543389474,0.2188839115836507,0.2276008879265243,0.214737533081742,0.2201326089359223,0.2200121911727891,0.2206165298595384,7.61,6.24,4.28,16.51,17.07,17.86,0.0,0.05,0.1,2.465819267182758,1.7706942664884604,1.876284998800057,0.0,0.0,0.0
1992-06-24,1992-06-26,2.557783612473293,2.557783612473293,2.557783612473293,0.2017606555228801,0.2237315291010864,0.2345474301860539,0.2200565441180707,0.2200052002383358,0.2203075042541586,10.18,11.15,2.36,24.75,24.89,12.45,0.01,0.02,0.0,3.544867875330813,3.20188150165582,1.6971125287773747,0.0,0.0,0.0
1992-06-27,1992-06-29,0.9473356696447296,0.9473356696447296,0.9473356696447296,0.2068487399377512,0.2194491522707072,0.2177579663264513,0.2211678079995104,0.2201068113165284,0.2200098207644382,-0.69,0.59,-0.19,12.49,13.21,13.94,0.0,0.0,0.0,2.163602456285892,2.1930911964148176,2.406083709982175,0.0,0.0,0.0
1992-06-30,1992-07-02,2.802112135815658,2.802112135815658,2.802112135815658,0.2186375827846585,0.2179147017331384,0.2206700160529086,0.2200009034024614,0.2200000831067614,0.2200000076452767,2.3,0.32,0.44,13.68,15.29,14.87,0.03,0.0,0.0,2.529952068015356,2.7280921226331083,2.6699949965031653,0.0,0.0,0.0
1992-07-03,1992-07-05,2.850907163169905,2.850907163169905,2.850907163169905,0.227428828304499,0.2095457115284105,0.2248917421056017,0.2200558181615584,0.2206067761886472,0.2200556522626891,3.18,3.08,-1.11,12.84,14.9,10.23,0.0,0.0,0.0,1.9543492902611872,2.5401487024577576,2.084384283271678,0.0,0.0,0.0
1992-07-06,1992-07-08,1.9508220741449376,1.9508220741449376,1.9508220741449376,0.2178092259915012,0.2184792050008465,0.2159597089110623,0.2204054899474165,0.2200372277711321,0.2200034240828236,-1.95,-1.82,0.04,11.44,12.33,14.87,0.0,0.0,0.0,2.0519406080182807,2.19570846207249,2.5809869446327367,0.0,0.0,0.0
1992-07-09,1992-07-11,3.1687638541936103,3.1687638541936103,3.1687638541936103,0.2159966441814275,0.2157238080935816,0.2232839272187531,0.220000314987955,0.2200000289767914,0.2200000026656754,1.57,5.66,9.23,16.96,21.77,20.94,0.0,0.0,2.07,2.9656269913018343,3.38455910024334,3.095600368582188,0.0,0.0,0.0
1992-07-12,1992-07-14,0.0,0.0,0.0,0.2465722418530005,0.2205250981184879,0.214186266488467,0.2202707058024061,0.2219944783231289,0.2201816717912794,9.41,5.59,0.46,15.31,11.25,11.31,4.93,1.85,0.0,2.1959777403262115,1.8863255485783537,2.2736895468006284,0.0,0.0,0.0
1992-07-15,1992-07-17,2.930633942854336,2.930633942854336,2.930633942854336,0.2198249530710662,0.2226500489112195,0.2192543423673985,0.2200166976342907,0.2200015359468229,0.2202191540575254,-2.95,-1.24,-2.38,11.4,11.54,9.71,0.0,0.03,0.04,2.307336863623816,2.0688403614094346,2.04674054422523,0.0,0.0,0.0
1992-07-18,1992-07-20,2.132881067308765,2.132881067308765,2.132881067308765,0.2136831419362801,0.2166518780779898,0.2247875940887789,0.2200201389366506,0.2200018524666335,0.2200001704132851,-3.19,0.47,-0.2,13.49,16.43,13.49,0.0,0.0,0.0,2.6953533925054507,3.061531970506545,2.6015774983610545,0.0,0.0,0.0
1992-07-21,1992-07-23,2.259555895170742,2.259555895170742,2.259555895170742,0.2210594107433874,0.2205629523768296,0.2205846301748893,0.2203922513894529,0.2200969491448097,0.2200516440378562,-2.7,-4.56,-4.37,10.77,9.85,8.85,0.0,0.0,0.0,2.2784737327705464,2.197383097537835,2.1302966961286725,0.0,0.0,0.0
1992-07-24,1992-07-26,1.956716339541956,1.956716339541956,1.956716339541956,0.2175232400982805,0.2232380980729986,0.212539206860959,0.220053445591913,0.220004915348878,0.2202674165244399,-4.01,0.48,0.21,10.93,9.65,14.58,0.0,0.0,0.0,2.395450379304834,2.0827417864876345,2.7916792138948603,0.0,0.0,0.0
1993-04-08,1993-04-10,2.4836603819063656,2.4836603819063656,2.4836603819063656,0.1986536412843601,0.2146689185767836,0.2187887701564035,0.22,0.22,0.22,8.18,7.42,9.71,23.36,26.8,27.73,0.0,0.0,0.0,4.587084168551562,5.067513505603973,5.174799725638532,0.0,0.0,0.0
1993-04-11,1993-04-13,5.812279698202389,5.812279698202389,5.812279698202389,0.2311896353597236,0.2074026150899169,0.2246034571429644,0.22,0.2208923698418562,0.2200817305616213,12.08,11.61,14.63,23.3,29.05,28.72,0.0,0.24,3.66,4.1565392526094405,5.0497739944368405,4.622424716887071,0.0,0.0,0.0
1993-04-14,1993-04-16,4.843562574979712,4.843562574979712,4.843562574979712,0.2399796736810878,0.2065050121132675,0.2338265666952874,0.2203846402259827,0.2215611789966799,0.220142511172134,11.3,9.63,11.32,22.4,22.35,22.36,0.02,0.17,0.64,2.6427094685451715,3.301395868893081,2.017618179618548,0.0,0.0,0.0
